login_id,user_id,timestamp,device_id,ip_address,location,os,browser,login_success,login_type,suspicious_flag,user_agent
75b0a02a-7322-4247-a965-a6fa246b8e50,U1006,07/04/2025 16:54,D14,172.188.158.35,"Shannonfurt, Sierra Leone",macOS,Firefox,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
c516529b-dfa5-47ed-9f18-735cce3a8c88,U1056,14/03/2025 19:41,D45,204.204.45.43,"Cameronside, Somalia",Windows,Chrome,FALSE,biometric,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
e9bf2b14-6cf0-4757-b141-0a78313ae5ba,U1015,05/04/2025 22:33,D40,164.7.220.57,"North Margaret, New Zealand",iOS,Edge,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
62a6af88-9ec3-483c-b187-8af935b83d06,U1059,02/04/2025 06:40,D24,150.78.253.174,"Ortizfort, Gambia",Windows,Chrome,FALSE,OTP,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
86d0eb6c-8747-45fd-b63e-2c85c7da4dda,U1099,03/04/2025 01:43,D15,189.135.186.216,"West Jake, Guam",Windows,Safari,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
9345cc15-7e6e-448b-a22e-8e5e41d396a1,U1040,18/03/2025 06:22,D46,48.71.172.251,"Port Jamie, El Salvador",iOS,Firefox,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
fb654e82-67e2-4663-b8e0-ef0635776d9c,U1078,11/03/2025 22:24,D4,57.3.224.133,"Richardbury, Burundi",Linux,Chrome,TRUE,OTP,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
f180b600-5605-4dba-8a57-100e822305a8,U1016,03/04/2025 05:30,D27,140.68.31.101,"Murillobury, Cape Verde",Android,Edge,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
cbee2054-7327-44af-b378-f1b7019c657c,U1057,12/03/2025 11:09,D20,5.205.135.129,"East Sydney, Congo",Android,Edge,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
da6352b1-9802-4ba7-85e3-66429d58cc83,U1084,21/03/2025 22:11,D23,202.242.127.85,"Port Mary, Gibraltar",Linux,Firefox,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
4a4f45f8-c540-4581-b651-7c492aa3e745,U1028,15/03/2025 19:20,D37,122.235.73.125,"Joneschester, Equatorial Guinea",Linux,Opera,TRUE,OTP,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
d5a74f5c-2cf7-4caf-a67e-632c2c4ea333,U1048,01/04/2025 03:24,D16,135.116.199.158,"Ramosbury, Samoa",Windows,Chrome,FALSE,password,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
3b699bf6-81d6-4388-b298-a12046a54f96,U1016,15/03/2025 05:28,D47,174.7.92.64,"Michaelberg, Lao People's Democratic Republic",Android,Chrome,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
691c5ff3-5095-470a-af43-7b55bf8538be,U1033,03/04/2025 18:03,D6,63.0.114.223,"West Anthony, American Samoa",iOS,Safari,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
7b2b2f2f-2bb6-4ac0-acc3-adac56a9443e,U1047,28/03/2025 21:22,D5,94.255.61.130,"Victoriafurt, Chile",Windows,Firefox,TRUE,password,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0
b9aaec14-af84-4ca4-a012-3795d00780a2,U1008,06/04/2025 16:45,D26,7.250.63.132,"North Daniel, Bahrain",Linux,Chrome,FALSE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
f3000457-6f84-4d1d-b077-fb0f93294228,U1069,31/03/2025 14:52,D32,131.26.65.200,"Edwardton, Belize",Linux,Opera,TRUE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
e5adc89f-b2f7-492b-8157-ddec79933019,U1007,01/04/2025 17:14,D37,147.110.7.79,"Maxwellmouth, Bahrain",macOS,Chrome,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
482bedff-09d0-428e-a534-3d80f013ed1a,U1076,13/03/2025 04:24,D10,96.62.173.93,"Lake Curtisburgh, Korea",iOS,Chrome,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
76d4d1e0-682f-4101-9545-504514c644af,U1041,29/03/2025 15:53,D13,213.207.82.60,"East David, Panama",Android,Edge,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
ea4684d2-b96c-4d54-8d6c-f51b7f3b3b79,U1043,13/03/2025 01:14,D6,139.157.51.162,"Katherineburgh, Kazakhstan",Linux,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
fbdda90f-5e62-409d-9eb9-cc6b8591a1eb,U1044,21/03/2025 03:34,D18,104.126.218.47,"New Steven, Cameroon",Android,Edge,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
e2af2958-40d1-4916-a48b-a4f569dfe08f,U1074,14/03/2025 19:38,D36,36.102.110.158,"New Eileen, Albania",macOS,Firefox,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
2b0aa47f-6a1a-4313-b8ac-948a2b9cfd46,U1048,16/03/2025 12:48,D49,121.254.131.20,"Johnsonstad, Isle of Man",macOS,Firefox,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
fb6426e7-a150-485b-a7e6-eac09fb19b3e,U1033,07/04/2025 09:08,D26,15.176.55.195,"Cooperstad, Saudi Arabia",Linux,Chrome,TRUE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
20fa001c-bd70-4617-97ba-7a41f9a083f7,U1014,11/03/2025 16:36,D47,44.107.94.65,"East Jasmine, Saint Helena",macOS,Edge,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
b40195a8-d539-411e-bdeb-04aafde76f3d,U1098,14/03/2025 17:00,D1,68.105.227.22,"Hawkinston, Bahamas",Linux,Opera,TRUE,biometric,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
09178c68-1186-4b71-baec-91917878c61a,U1064,02/04/2025 11:05,D36,28.221.138.1,"Jeffborough, Anguilla",macOS,Edge,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
2df2397c-2788-4cf4-aa88-fba6264fe0b6,U1088,21/03/2025 07:23,D47,75.192.124.238,"East Patricia, Bouvet Island (Bouvetoya)",macOS,Firefox,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
ff667923-170d-41ff-88c5-e77b95cd2a20,U1087,05/04/2025 09:29,D26,98.10.43.121,"Lindseyfort, Kyrgyz Republic",iOS,Chrome,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
f94fd9fd-bd4d-4558-b8dc-08ee7c2c77ff,U1063,07/04/2025 07:51,D44,159.80.253.76,"West Douglas, Nigeria",Windows,Safari,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
5706ca2b-6110-4a8a-9b8b-2ad851968a26,U1100,15/03/2025 18:38,D34,109.181.122.110,"Lake Robert, Albania",Linux,Firefox,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
0e26a4a8-b72a-4b34-9dce-7ea0c9c0b00f,U1096,20/03/2025 13:25,D10,54.148.148.182,"West Sandrabury, Tonga",Windows,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
b75c83d0-3d48-4328-97b6-688c3c937297,U1014,22/03/2025 04:41,D12,64.34.16.90,"Alvaradoburgh, Guernsey",Linux,Safari,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
7a4adfaa-8582-452f-943d-8f3b9831d5c8,U1084,01/04/2025 07:49,D15,133.94.165.204,"Robinbury, Egypt",Windows,Edge,TRUE,OTP,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.35"
d0df96ad-18f9-4398-9231-4760f04c1f09,U1018,27/03/2025 08:26,D4,56.229.91.136,"East Derek, Bhutan",iOS,Firefox,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
76b7ef8b-1b2a-4638-8fa8-4d936aeb896d,U1065,28/03/2025 21:28,D26,25.169.249.195,"South Jackie, Christmas Island",iOS,Firefox,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
80752ceb-0cd7-4a0a-9f12-30c6f60369e1,U1098,19/03/2025 04:14,D4,21.2.127.90,"East Molly, Equatorial Guinea",Linux,Safari,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
c52c1115-33be-4c1a-8cc4-fdd227b9b464,U1074,13/03/2025 13:24,D5,16.157.145.185,"Port Lynn, Aruba",macOS,Opera,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
6262e002-b828-49da-88f8-84fbb052565b,U1034,13/03/2025 17:31,D21,95.14.97.194,"West Megan, Nepal",iOS,Firefox,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
3d8c73de-238c-43c5-bcbd-935866c4d078,U1019,03/04/2025 11:41,D4,204.183.45.218,"East Rebeccamouth, Sierra Leone",macOS,Safari,TRUE,biometric,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
2cee67cf-a65f-40ca-a5b7-c915f5bba818,U1055,08/04/2025 06:45,D17,185.131.190.210,"Baileyhaven, Macao",Android,Edge,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
49eedfb8-5404-45e8-9e8c-2b1a4b60c20b,U1081,16/03/2025 05:35,D42,28.110.13.30,"Munozbury, Italy",Windows,Safari,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
0e26a4a8-b72a-4b34-9dce-7ea0c9c0b00f,U1096,20/03/2025 13:25,D10,54.148.148.182,"West Sandrabury, Tonga",Windows,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
a6761cce-4230-4e53-aedd-957b50fdff1e,U1010,30/03/2025 15:03,D21,132.38.12.191,"Barnestown, Sao Tome and Principe",macOS,Firefox,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
b68904c2-7ae5-44b9-922c-4ad854f67eb2,U1019,31/03/2025 03:44,D21,163.139.96.52,"Lake Bobbyport, Nigeria",iOS,Edge,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
c7b29d99-5b42-40fa-9605-efe05a1c4e2a,U1053,06/04/2025 18:36,D17,33.237.81.219,"Staceyland, Hungary",iOS,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
aa2a5e92-355b-4e92-9034-e8248a83ab35,U1014,18/03/2025 14:52,D42,31.174.247.193,"Nathanland, Guinea-Bissau",macOS,Safari,TRUE,biometric,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
c496b8e0-5e00-40cc-bbb9-be15b6b7b8bb,U1039,05/04/2025 16:57,D23,30.177.53.20,"Josephburgh, Rwanda",Windows,Safari,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
94fadad7-f871-43c7-aad9-f760c0aea2ee,U1016,03/04/2025 13:54,D21,113.147.179.254,"East Melissaport, Kazakhstan",Android,Firefox,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
798d4c86-9f37-4032-9fb9-973cb97ae142,U1069,25/03/2025 15:16,D3,110.46.190.194,"North Beckymouth, Jamaica",iOS,Chrome,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
e8c379ae-6f70-41bd-9900-ba61a7911ea7,U1040,25/03/2025 18:39,D8,133.160.111.218,"Stephanieburgh, Sao Tome and Principe",Linux,Safari,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
ece22450-9dad-42ee-9b11-e0d1c3d010a4,U1013,17/03/2025 04:19,D34,182.169.46.253,"Stewartborough, Norway",Linux,Edge,FALSE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
6bb53e11-c87f-4e7b-94e1-563578c0ebc3,U1018,05/04/2025 01:31,D8,202.96.69.212,"Dawsontown, Cambodia",Android,Chrome,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
6bb53e11-c87f-4e7b-94e1-563578c0ebc3,U1018,05/04/2025 01:31,D8,202.96.69.212,"Dawsontown, Cambodia",Android,Chrome,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
3c8d555f-c771-4cc3-acb4-dde6d8bf2947,U1032,24/03/2025 21:43,D15,170.41.137.179,"West Beverly, Turks and Caicos Islands",Windows,Safari,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
762f3288-10be-48ab-bf71-8ed14320b996,U1067,19/03/2025 11:20,D29,28.158.170.222,"Anthonyview, Grenada",Android,Opera,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
132bd3a2-e0cc-4243-ad9d-14728622643c,U1088,27/03/2025 08:44,D44,205.101.234.187,"Sanchezberg, Jersey",Android,Opera,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
c321f256-f892-4d27-9831-511451c60d38,U1047,29/03/2025 11:42,D23,216.118.16.6,"South Laurenbury, Moldova",Android,Safari,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
1abd4198-28c1-4b69-9776-e754c0b96f73,U1069,16/03/2025 16:27,D38,189.58.85.15,"Rossland, Latvia",Linux,Firefox,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
acc1639a-8f1e-4637-951b-e0bf288d272a,U1015,07/04/2025 01:08,D33,106.30.179.220,"Port Mario, Slovenia",Android,Edge,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
aec9b94a-e160-4e75-b499-5feaf5b1e93e,U1012,11/03/2025 14:12,D1,104.133.127.0,"New Jennifer, Cuba",macOS,Firefox,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
bd299581-853e-4308-9a44-97cae6a87d1e,U1043,04/04/2025 00:35,D20,194.200.149.174,"Deannabury, Austria",macOS,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
08ea29c6-43c3-4852-b74d-b45bb84b66f0,U1073,08/04/2025 06:26,D6,31.114.167.11,"Harrisonhaven, Tanzania",Linux,Firefox,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
8bc2538f-a100-44d7-98c8-732a2a78a3d2,U1012,14/03/2025 19:03,D32,20.68.30.70,"Port Jenniferberg, Bhutan",macOS,Opera,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
b415de8a-3c08-48c5-a724-6bdcea8e14e4,U1013,13/03/2025 20:57,D33,136.21.51.34,"Suarezburgh, Malta",iOS,Safari,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
8b3c8be3-3981-42e2-8055-9845ae3de7b9,U1070,20/03/2025 10:33,D2,175.17.84.146,"New Linda, Mauritius",macOS,Firefox,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
f5e7e0fa-0c87-45db-a298-4e60fe92c5ed,U1027,25/03/2025 03:51,D35,107.127.193.182,"Shafferton, Bangladesh",Android,Chrome,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
3b4b92c4-9775-4b19-a0fc-0be80069c245,U1045,27/03/2025 15:38,D19,88.59.241.27,"Dorothyfurt, Palau",Android,Safari,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
892ea721-b452-4b59-84d8-d831edc0f7b2,U1049,15/03/2025 22:48,D1,85.194.18.207,"West David, Cote d'Ivoire",Android,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
bcca45f8-ce78-4bc8-8fa9-a766a9ab5db5,U1034,18/03/2025 22:21,D9,36.98.27.113,"North Jennifer, Czech Republic",Windows,Chrome,FALSE,password,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
e8d993cd-c290-4b74-95d3-750bd74a57bd,U1053,01/04/2025 07:05,D19,188.119.230.251,"South Alicia, Cape Verde",iOS,Firefox,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
af68157f-ec38-4331-87e6-21f1b5a0a190,U1038,28/03/2025 19:20,D20,33.76.21.99,"Kellyview, Aruba",macOS,Firefox,TRUE,password,0,Mozilla/5.0 (compatible; Unknown/1.0)
da43e0fc-f403-4313-8d89-7c005b0796d3,U1056,20/03/2025 08:56,D50,186.249.225.120,"Lake Jessica, Hungary",Linux,Opera,FALSE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
112348a9-0666-4335-af3f-e570df91f19a,U1020,24/03/2025 11:24,D8,104.115.233.167,"Lake Cameronland, Mongolia",Linux,Firefox,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
4e566320-602f-43f7-a445-7080791a6d39,U1047,19/03/2025 08:39,D41,25.110.157.217,"East Michaelborough, Estonia",macOS,Safari,FALSE,password,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
75e5869a-949b-4e31-834d-9b92f32e8828,U1032,23/03/2025 18:45,D6,168.182.62.147,"Lake Jessica, Azerbaijan",Linux,Opera,FALSE,OTP,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/85.0.4341.72"
7373d200-4fc5-4e91-b420-7a0932609d90,U1089,13/03/2025 11:12,D37,100.36.93.166,"New Joseph, United Kingdom",macOS,Opera,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
160bc9e8-5f30-4178-9068-a6a7b0f62180,U1006,25/03/2025 11:50,D48,138.68.32.126,"Garciaside, Mali",Windows,Firefox,FALSE,OTP,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0
4e6bbd5d-b32f-4f73-a826-41e555c92413,U1021,16/03/2025 13:31,D8,47.152.245.30,"Lake Chelsea, Nicaragua",iOS,Edge,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
19405715-fc1c-4dad-8e21-a789e964c69a,U1026,26/03/2025 23:21,D47,122.69.46.231,"North Staceyshire, Niger",macOS,Opera,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
de87bc64-26d6-4753-802a-bd8fe541df7d,U1057,04/04/2025 06:43,D13,109.79.202.160,"Johnathanmouth, Kenya",macOS,Firefox,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
e3fb8c11-3719-4d13-9746-77ce5f25a411,U1053,01/04/2025 09:49,D22,142.75.160.221,"Codyview, Faroe Islands",iOS,Edge,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
c3f2c9aa-4f6a-431e-a867-11e21f6e1708,U1085,01/04/2025 03:44,D27,198.210.255.98,"Lake Victoria, Gabon",iOS,Chrome,TRUE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
51dfde55-9b22-44b7-a9af-6cee0abf152f,U1075,25/03/2025 04:16,D2,50.5.104.203,"East Manuelmouth, Uruguay",macOS,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
c86b5302-14f6-4028-82a5-9d1e2f049efd,U1091,22/03/2025 23:56,D14,6.71.149.29,"North Robert, Saint Barthelemy",iOS,Edge,FALSE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
3c8d555f-c771-4cc3-acb4-dde6d8bf2947,U1032,24/03/2025 21:43,D15,170.41.137.179,"West Beverly, Turks and Caicos Islands",Windows,Safari,TRUE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
acb11da5-ef17-44ce-9c37-a2a2cf66dc00,U1055,23/03/2025 04:10,D41,80.82.49.238,"Bethanyhaven, Mauritania",Linux,Chrome,FALSE,OTP,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
99d79678-b0d2-4114-989f-228ef4f26f13,U1095,20/03/2025 17:44,D11,19.221.170.189,"Anthonychester, Ireland",macOS,Opera,TRUE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
afe76ca5-1303-4947-b1b3-9935864a74ea,U1000,12/03/2025 03:20,D45,196.182.59.85,"New Melanie, Mongolia",Linux,Chrome,FALSE,password,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
53c294a5-7365-4199-b469-6d0543e4a8fa,U1051,09/04/2025 19:24,D38,108.87.44.106,"West Michaelside, Lebanon",Windows,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
d8efc58c-89af-437c-85ef-ff91a2edabfc,U1006,14/03/2025 06:48,D38,119.80.124.175,"Kennedymouth, Ukraine",Windows,Opera,FALSE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
f31361c4-41d9-40c3-bcfd-7369336951c2,U1075,05/04/2025 00:00,D19,83.5.221.239,"Angelaton, Western Sahara",Linux,Firefox,FALSE,password,1,Mozilla/5.0 (compatible; Unknown/1.0)
e66338c8-860c-4769-b87e-d127f2748ade,U1098,20/03/2025 15:32,D3,34.104.22.231,"Richardbury, Sudan",iOS,Edge,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
02963378-4046-4659-b91e-5e4b73ac510f,U1054,23/03/2025 09:34,D10,155.193.142.174,"North Markchester, Albania",Linux,Safari,FALSE,OTP,1,Mozilla/5.0 (compatible; Unknown/1.0)
82535f73-7982-4ff5-b080-dcf57c9b956d,U1013,30/03/2025 08:03,D41,136.30.229.143,"Sabrinamouth, Nauru",macOS,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
92f20d1c-f59d-423b-aace-3f54d98e4732,U1016,29/03/2025 02:13,D6,21.166.20.236,"East Sheryl, Montenegro",Linux,Chrome,FALSE,password,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
f322499c-9779-44cd-9b91-5e81ab5681b8,U1082,18/03/2025 09:20,D2,27.224.64.160,"West Antonio, Lithuania",macOS,Firefox,FALSE,OTP,0,Mozilla/5.0 (compatible; Unknown/1.0)
b5ca22de-95f8-463c-a7fd-edc76a15be6f,U1035,14/03/2025 18:46,D30,45.8.111.67,"Port Louis, Congo",Windows,Safari,TRUE,biometric,1,Mozilla/5.0 (compatible; Unknown/1.0)
f52f3d76-5a76-4bc0-acff-43d611e130f3,U1074,05/04/2025 10:09,D35,98.108.141.66,"Karenfort, Tonga",Windows,Firefox,TRUE,biometric,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0
82535f73-7982-4ff5-b080-dcf57c9b956d,U1013,30/03/2025 08:03,D41,136.30.229.143,"Sabrinamouth, Nauru",macOS,Edge,TRUE,biometric,0,Mozilla/5.0 (compatible; Unknown/1.0)
